id	type	slug	name	born	died	gender	species	hair_color	eye_color	skin_color	blood_status	marital_status	nationality	animagus	boggart	house	patronus	alias_names	family_members	jobs	romances	titles	wands	idhouses	idgender	idspecies	idsangre
53355d6e 1f62 491f af74 85795a071fcd	character	alderton	alderton	missing	missing	male	human	grey	missing	pale	muggle born  as determined by the muggle born registration commission , half blood  claimed 	missing	british	missing	missing	gryffindor	missing	missing	[ william alderton  claimed father  ,  arkie alderton  possible relative  ,  alderton  possible relative  ,  archibald alderton  possible relative  ,  alderton family ]	missing	missing	missing	missing	g	g2	sp1	s6
2a803916 5bf8 43e1 bece 7113a9a7572a	character	arkie alderton s alleged son	alderton	missing	missing	male	human	missing	missing	missing	muggle born or half blood	missing	missing	missing	missing	did not attend hogwarts	missing	missing	[ arkie alderton  claimed father  ,  william alderton  possibly  ,  alderton  possibly  ,  archibald alderton  possibly  ]	missing	missing	missing	missing	d	g2	sp1	s7
b56dd057 2f69 458b 89cc 146b3afc0b8d	character	alecto carrow	alecto carrow	before 1981 great britain	missing	female	human	missing	missing	missing	pure blood or half blood	missing	british or irish	missing	missing	slytherin	none	missing	[ amycus carrow  brother  ,  carrow  possible relative  ,  flora carrow  likely  ,  hestia carrow  likely  ,  carrow family ]	[ professor of muggle studies at hogwarts  1997—1998  ,  deputy headmistress at hogwarts  1997—1998  ]	missing	[ professor ]	[ unknown length, wood and core materials ]	s	g1	sp1	s4
dc071c51 9cf4 45b4 85ed 28b3a6fb0456	character	alec webb	alec webb	missing	missing	male	human	missing	missing	missing	muggle	missing	missing	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	missing	[ concert director ]	missing	missing	missing	h	g2	sp1	s0
90326607 18dc 4cc3 91d6 98b6cc627147	character	alejandra alonso	alejandra alonso	after 1976	missing	female	human	missing	missing	missing	half blood, pure blood or squib	missing	brazilian	missing	missing	wampus	missing	missing	missing	[ chaser for the brazilian national quidditch team ]	missing	[ chaser ]	missing	w	g1	sp1	s56
2f0a781d 4f5d 4ba1 84c7 5cd1ab455734	character	alexander pope	alexander pope	21 may, 1688	30 may, 1744  aged 56 	male	human	missing	missing	missing	muggle	missing	missing	missing	missing	gryffindor	missing	missing	missing	[ poet ]	missing	missing	missing	g	g2	sp1	s0
266e110e aa30 4a40 a872 0df52e539e43	character	alexander william	alexander william	missing	missing	male	human	missing	missing	missing	squib  suspected 	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g2	sp1	s48
7c560b04 a1ba 4c1b 87a3 128b0eb2143f	character	alexandra rokonski	alexandra rokonski	missing	missing	female	human	missing	missing	missing	no maj  likely 	missing	missing	missing	missing	ravenclaw	missing	missing	missing	missing	missing	missing	missing	r	g1	sp1	s57
c7803d35 03b3 413c b330 a5b5992bed14	character	alexandra walker	alexandra walker	missing	missing	female	human	missing	missing	missing	non magique	missing	missing	missing	missing	did not attend hogwarts	missing	missing	[ walker  possibly  ]	missing	missing	missing	missing	d	g1	sp1	s64
0ba14066 277f 4bf2 93be 71ee704bbfea	character	alexei levski	alexei levski	before 1977, bulgaria  possibly 	missing	male	human	brown	green	white	pure blood, half blood, or muggle born	missing	bulgarian	missing	missing	wampus	missing	missing	[ bogomil levski  son  ]	[ chaser for the bulgarian national quidditch team  formerly  ]	missing	[ chaser ]	missing	w	g2	sp1	s12
595b48ee 19e6 42a1 aa76 61052af0704b	character	alexia walkin black	alexia walkin black	1800s 1810s  possibly 	before 1996	female	human	missing	missing	white	pure blood	single	missing	missing	missing	slytherin  possibly 	missing	missing	[ licorus black  possible brother    ,  magenta black  née tripe   possible sister in law    ,  phoebe black  possible sister    ,  eduardus limette black  possible brother    ,  hesper black  possible sister    ,  misapinoa blishwick  née black   possible niece    ,  cygnus black i  possible nephew    ,  arcturus black i  possible nephew    ,  house of black ]	missing	missing	missing	missing		g1	sp1	s2
87415dcb 2f88 486c 9ca4 0b31cf93300e	character	alexis marie	alexis marie	missing	missing	female	human	missing	missing	missing	pure blood  probably 	missing	british or irish	missing	missing	gryffindor	missing	missing	[ gianna marie  possibly  ]	missing	missing	missing	missing	g	g1	sp1	s30
9e979064 1fe7 420d 80d6 da4e7a8ed63c	character	alex sykes i	alex sykes	between 1 september 1975 and 31 august 1978	missing	male	human	missing	missing	missing	non magique	missing	british or irish	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	[ alex sykes  ii   possibly  ,  jocunda sykes  possibly  ,  sykes family ]	missing	missing	[ prefect ]	missing	h	g2	sp1	s64
6f2fcaa3 9b80 4dd3 a1ab 51b128c9963f	character	alex sykes ii	alex sykes	31 august 1985 or earlier	missing	male	human	missing	missing	missing	half blood or pure blood  possibly 	missing	british or irish	missing	missing	slytherin	missing	missing	[ jocunda sykes  possibly  ,  alex sykes  i   possibly  ,  sykes family ]	missing	missing	missing	missing	s	g2	sp1	s55
032800e2 482b 4c19 a855 a669b666cfee	character	alex wednesbury	alex wednesbury	31 august 1982 or earlier,	missing	male	human	missing	missing	missing	pure blood  likely 	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g2	sp1	s39
28ebfdca 51b6 4627 aba0 74227bb0409d	character	alfred cattermole	alfred cattermole	c  between 1987 and 1994  possibly 	missing	male	human	missing	missing	missing	half blood or squib	missing	missing	missing	missing	gryffindor	missing	missing	[ reginald cattermole  father  ,  mary cattermole  mother  ,  maisie cattermole  sister  ,  ellie cattermole  sister  ,  paternal grandfather ,  maternal grandfather ,  maternal grandmother ,  cattermole family ]	missing	missing	missing	missing	g	g2	sp1	s8
4eb4b45b 5e24 4e44 b922 ee91e9308995	character	algie longbottom	algie longbottom	missing	missing	male	human	missing	missing	missing	magical to unknown extent	missing	missing	missing	missing	hogwarts school of witchcraft and wizardry	missing	missing	[ mr longbottom  brother    ,  enid longbottom  wife  ,  augusta longbottom  sister in law  ,  frank longbottom  nephew  ,  alice longbottom  niece in law  ,  neville longbottom  great nephew  ,  longbottom family ]	missing	missing	missing	missing	h	g2	sp1	s23
5d7fcae1 af08 4305 83f9 744b47f5fda4	character	alguff the awful	alguff the awful	19th century or 20th century	missing	male	goblin	straw coloured	brown	missing	part human  one eighth veela 	missing	missing	missing	missing	hufflepuff	missing	missing	missing	[ commercialist ]	missing	missing	missing	h	g2	sp8	s66
b2a3abd8 439f 47ad 85ec 56a7ffb2b0bc	character	ali bashir	ali bashir	missing	missing	male	human	missing	missing	missing	one or both of them magical	missing	missing	missing	missing	pukwudgie	missing	missing	missing	[ saleswizard ]	missing	missing	missing	p	g2	sp1	s18
648863d2 8c4a 4c9e 8a7c 7ea771ad28c0	character	alice	alice	between 1 september 1979 and 31 august 1980	missing	female	human	brown	blue	light	no maj  likely 	missing	british or irish	missing	missing	wampus	missing	missing	missing	missing	missing	missing	missing	w	g1	sp1	s57
fe19e4a9 aaba 48e9 8337 51b5e398f5d8	character	alice longbottom	alice longbottom	missing	missing	female	human	blonde  possibly  formerly , white	missing	missing	pure blood	missing	missing	missing	missing	did not attend hogwarts	missing	missing	[ frank longbottom  husband  ,  neville longbottom  son  ,  mr longbottom  father in law    ,  augusta longbottom  mother in law  ,  hannah longbottom  née abbott   daughter in law  ,  longbottom family ]	[ auror  formerly  ]	missing	missing	missing	d	g1	sp1	s2
5ffedd7f ebbc 48e4 9721 49ff332c4526	character	alice tolipan witch	alice tolipan	in or prior to 1984	missing	female	human	missing	missing	missing	non magique	missing	british or irish	missing	missing	gryffindor, hufflepuff, or ravenclaw	missing	missing	missing	missing	missing	missing	missing		g1	sp1	s64
a225e4f7 76ae 4f1c 887a 0eb16036320e	character	alice tolipan muggle	alice tolipan	missing	missing	female	human	missing	missing	missing	muggle	missing	missing	missing	missing	horned serpent	missing	missing	missing	[ musician ]	missing	missing	missing	hs	g1	sp1	s0
75abef67 bfb0 4feb 970f 7267adbaf87f	character	alicia spinnet	alicia spinnet	between 1 september 1977 and 31 august 1978	missing	female	human	missing	missing	missing	pure blood or half blood  possibly 	missing	british or irish	missing	lord voldemort	gryffindor	missing	missing	missing	missing	missing	[ chaser ]	missing	g	g1	sp1	s9
3c97d4fe 995e 41c6 b6bb 3b24657a89cf	character	aliko okoye	aliko okoye	after 1976	missing	female	human	missing	missing	missing	half elf	missing	nigerian	missing	missing	pukwudgie	missing	missing	missing	[ beater for the nigerian national quidditch team ]	missing	[ beater ]	missing	p	g1	sp1	s45
de796fb0 c1c0 46a5 a611 c7763be72a5d	character	alison denbright	alison denbright	missing	missing	female	human	missing	missing	missing	pure blood, half blood or squib  most likely 	missing	british	missing	missing	did not attend hogwarts	missing	missing	[ jason denbright  unknown  ]	missing	missing	missing	missing	d	g1	sp1	s62
9aacc2b9 7c98 4a42 8eb8 e82187bcec04	character	alison denshaw	alison denshaw	31 august 1982 or earlier	missing	female	human	missing	missing	missing	pure or half blood	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g1	sp1	s63
1684fc83 4a15 40f0 8332 465e4665fcef	character	alistair ballcocke	alistair ballcocke	missing	missing	male	human	missing	missing	missing	giant	missing	missing	missing	missing	gryffindor	missing	missing	[ alistaire ballcocke  possibly  ]	missing	missing	missing	missing	g	g2	sp1	s44
08e55e3d 8fba 4d6f b36a c8f4ae99d2ff	character	alistair darling	alistair darling	missing	missing	male	human	missing	missing	missing	non magique	missing	missing	missing	missing	gryffindor	missing	missing	missing	[ chancellor of the exchequer ]	missing	missing	missing	g	g2	sp1	s64
57644d5b ab4d 408b 8219 d02c93e1e8ae	character	alistaire ballcocke	alistaire ballcocke	missing	missing	male	human	missing	missing	missing	part human  one eighth veela 	missing	missing	missing	missing	pukwudgie	missing	missing	[ alistair ballcocke  possibly  ]	missing	missing	missing	missing	p	g2	sp1	s66
95fc0df4 65ec 4410 b432 5d3feed97f3a	character	alistair fidgen	alistair fidgen	missing	missing	male	human	grey	missing	white	muggle born or half blood  possibly 	missing	british	missing	missing	horned serpent	missing	[ old al  by jae kim  ]	missing	missing	missing	missing	missing	hs	g2	sp1	s50
fe02da16 cbe3 4d16 b577 9c375151505e	character	alistair thaxted	alistair thaxted	31 august 1982 or earlier	missing	male	human	missing	missing	missing	half blood  most likely 	missing	british or irish	missing	missing	hufflepuff	missing	missing	missing	missing	missing	missing	missing	h	g2	sp1	s26
9614ecc6 db5a 4acc 8321 178df8d9a182	character	allison barnes	allison barnes	31 august 1982 or earlier	missing	female	human	missing	missing	missing	part goblin	missing	british or irish	missing	missing	gryffindor	missing	missing	missing	missing	missing	missing	missing	g	g1	sp1	s40
55c76024 791f 443b 8b97 d8ca31b79e7a	character	almeric sawbridge	almeric sawbridge	1602	1699  aged 96 97 	male	human	brown	brown	white	giant	missing	british	missing	missing	pukwudgie	missing	missing	missing	[ troll hunter ]	missing	missing	missing	p	g2	sp1	s44
dc59e8a7 be0f 469c 8a05 192b5446191a	character	alonzo zema	alonzo zema	missing	missing	male	human	missing	missing	missing	no maj	missing	missing	missing	missing	thunderbird	missing	missing	missing	[ shop owner ]	missing	missing	missing	t	g2	sp1	s5
301ef52c c36c 4fde 9b03 2eb308b4ddd3	character	alphard black	alphard black	between 1925 and 1938  great britain	between 3 november 1976 and 3 november 1977  aged 38   52 	male	human	missing	missing	white	pure blood	missing	missing	missing	missing	slytherin	missing	missing	[ pollux black  father    ,  irma black  née crabbe   mother  ,  walburga black  older sister    ,  cygnus black iii  younger brother    ,  orion black  brother in law paternal second cousin    ,  druella black  née rosier   sister in law    ,  bellatrix lestrange  née black   niece    ,  andromeda tonks  née black   niece  ,  narcissa malfoy  née black   niece  ,  sirius black iii  nephew second cousin once removed    ,  regulus black ii  nephew second cousin once removed    ,  cassiopeia black  paternal aunt    ,  marius black  paternal uncle  ,  dorea potter  née black   paternal aunt    ,  charlus potter  paternal uncle by marriage    ,  dorea potter s son  paternal cousin  ,  cygnus black ii  paternal grandfather    ,  violetta black  née bulstrode   paternal grandmother  ,  house of black ,  crabbe family  maternal family  ,  bulstrode family  paternal relatives  ]	missing	missing	missing	missing	s	g2	sp1	s2
ea87804e e56d 419f bd54 73ae09c0bbe8	character	altheda	altheda	missing	missing	female	human	dark	missing	white	no maj	missing	missing	missing	missing	pukwudgie	missing	missing	missing	missing	missing	missing	[ unknown length, wood and core, taken away by an evil sorcerer ]	p	g1	sp1	s5
c0fd0f30 89f0 49d9 b7a7 5569a2eb5b12	character	alvin simmons	alvin simmons	missing	missing	male	human	missing	missing	missing	no maj	missing	missing	missing	missing	hufflepuff	missing	missing	missing	[ theatre director ]	missing	missing	missing	h	g2	sp1	s5
382c5c5b 2855 42b7 991d bb851d73c5cf	character	alys	alys	between 1 september 1984 and 31 august 1985	missing	female	human	blonde	missing	white	half blood or pure blood  possibly 	missing	british or irish	missing	missing	hufflepuff	missing	missing	missing	missing	missing	missing	missing	h	g1	sp1	s55
aa0e7c2e 5c85 41e8 a8e1 1c2a31f3b57c	character	amanda	amanda	between 1 september 1979 and 31 august 1980	missing	female	human	brown	missing	white	one eighth veela	missing	british or irish	missing	missing	ravenclaw	missing	missing	missing	missing	missing	missing	missing	r	g1	sp1	s36
b7088d4e 0f6b 4513 86a6 c133c07ec619	character	amanda pettet	amanda pettet	in or prior to 1977	missing	female	human	missing	missing	missing	muggle	missing	missing	missing	missing	horned serpent	missing	missing	missing	[ reporter for the daily express ]	missing	missing	missing	hs	g1	sp1	s0
